;liste_acteurs;nb_comedie;nb_drame
7219;Stina Ekblad;0;2
7220;Julie Kolbech;1;0
7221;Joan Cusack;12;4
7222;Lewis Ciannelli;0;1
7223;Tipper Seifert-Cleveland;0;3
7224;Madison Mason;0;1
7225;Aasif Mandvi;5;1
7226;Benjamin Sadler;1;3
7227;Loyd Catlett;2;0
7228;Zach Cregger;1;0
7229;Rebecca Marder;0;4
7230;Gana Bayarsaikhan;0;2
7231;Valentin Papoudof;1;0
7232;Marcelle Padovani;1;0
7233;Ireland Baldwin;1;0
7234;Reinaldo Colmanetti;0;1
7235;Philip Baker Hall;10;4
7236;Matthew Modine;9;7
7237;Shae D'Lyn;0;1
7238;Giovanni Elsner;1;0
7239;Suraj Sharma;0;2
7240;Stephen Elliott;1;0
7241;Emily Mortimer;8;5
7242;Lewis Brody;0;1
7243;Jack Nicholson;10;8
7244;Len Silvini;1;0
7245;Alma Jodorowsky;0;3
7246;Shari Headley;1;0
7247;Petra Morzé;0;2
7248;Raffaele Pindinelli;0;1
7249;Maria Bakalova;1;0
7250;Kristina Malota;0;3
7251;Vanessa Matsui;0;1
7252;Coco Martin;0;2
7253;Shaun Micallef;0;1
7254;Nicole Cadeddu;0;2
7255;Madalena Brancatella;1;0
7256;Boris Shpis;0;1
7257;Kt Gorique;1;0
7258;Diana Körner;0;1
7259;Bartosz Cao;0;1
7260;Arlene Tur;0;1
7261;Andrea Anastasio;0;1
7262;Jessica Schwarz;0;3
7263;Georg Stanford Brown;1;0
7264;Lalouz Maria;1;0
7265;Etienne Chicot;1;0
7266;Elena Varzi;0;2
7267;Marco Mazzaglia;1;0
7268;Benjamin B. Smith;1;0
7269;Vincent Lindon;3;10
7270;Jiao Xu;1;0
7271;Elena Radonicich;3;3
7272;James Brown;1;0
7273;Hideo Sugawara;1;0
7274;Maire O'Neill;0;1
7275;Andrea Dolente;1;0
7276;Laura Harring;1;1
7277;Andrew Lee Potts;1;0
7278;Fabrizio Nardi;2;0
7279;Yariv Mozer;0;2
7280;Daniel Descamps;0;1
7281;Elizabeth Debicki;0;3
7282;Wylie Quinn Anderson;0;1
7283;Alexia Chicot;0;1
7284;Susan Duerden;1;0
7285;Steffanie Pitt;1;0
7286;Mal Singh;0;1
7287;Howard Hesseman;2;0
7288;Claudie Lange;3;0
7289;Anupam Kher;4;2
7290;Fyodor Kurikhin;1;0
7291;Vinesha Bissoondeeal;1;0
7292;Charlton Heston;2;5
7293;Nelly Borgeaud;0;1
7294;Lidia Broccolino;2;0
7295;Marieta Orozco;1;1
7296;Trevor Williams;0;1
7297;Charles Bickford;0;4
7298;Tracee Ellis Ross;2;0
7299;Sean Maher;2;0
7300;Ginacarlo Nicotra;1;0
7301;Hafsia Herzi;1;5
7302;Olgun Simsek;0;1
7303;Agathe Schlencker;0;1
7304;Nietta Zocchi;1;1
7305;Mia Kirshner;3;3
7306;Philippe Graziano;0;1
7307;Mario Burlone;0;4
7308;Pietro Ceccarelli;2;0
7309;Frank Vercruyssen;0;4
7310;Hanna Verboom;1;0
7311;Chuck Johnson;0;1
7312;Roxann Dawson;0;1
7313;Gracia Lee;0;1
7314;Julian Sands;1;3
7315;Ulvi Dogan;0;2
7316;Jean Reno;11;8
7317;Nuto Navarrini;1;0
7318;Giorgio Panariello;13;0
7319;Tonye Patano;0;2
7320;Lucrezia Guidone;0;2
7321;Koji Oizumi;0;2
7322;Thomas Doret;0;1
7323;Patrizio Rispo;3;0
7324;Joel Moore;1;0
7325;Simona Ventura;2;1
7326;Benoît Jacquot;1;0
7327;Alex Casanovas;1;0
7328;Chris Gann;1;0
7329;Bjorn Geske;0;1
7330;James Gammon;1;2
7331;Elena Barolo;1;0
7332;Erica Hubbard;0;1
7333;Tsuyoshi Ujiki;1;0
7334;Magali Pinglaut;1;0
7335;i Madredeus;0;1
7336;Krisztina Horváth;0;1
7337;Si-ah Kim;0;2
7338;Karla-Simone Spence;0;1
7339;Lars Ekborg;0;1
7340;Dario Cassini;3;0
7341;Dayo Okeniyi;0;1
7342;Roger Ashton-Griffiths;0;4
7343;Etsushi Toyokawa;1;1
7344;Maribel Verdú;5;10
7345;Giancarlo Sbragia;2;2
7346;Stephen Grove Malloy;0;2
7347;Jessica Hill;0;1
7348;André Wilms;2;1
7349;Attila Király;0;1
7350;Anatolj Solovev;1;0
7351;Luce Mouchel;1;0
7352;Carmem Lutcha;1;0
7353;Philip Reed;2;2
7354;Alicia Vikander;1;3
7355;Abigail Schornick;1;0
7356;Trey Wilson;1;0
7357;Charles K. French;0;1
7358;Estelle Brody;0;1
7359;Aaron Rogers;1;0
7360;Satish Shah;1;0
7361;Carla Signoris;13;1
7362;Jonas Nay;0;1
7363;Mike Rann;1;0
7364;Thony;4;1
7365;Alexander Outhred;0;1
7366;Aglaia Szyszkowitz;1;0
7367;Allison Flashman;1;0
7368;Hedwig Schlichter;0;1
7369;István Teglas;0;3
7370;Maurice Barthélémy;1;0
7371;Jeb Beach;1;0
7372;Georges Alban;0;2
7373;Nello Ascoli;0;1
7374;Daniela Preuss;1;0
7375;Johannes Thanheiser;0;2
7376;Pasin Kuansataporn;1;0
7377;Ric;3;0
7378;Anthony Booth;1;0
7379;Gertrude De Lalsky;0;2
7380;Keenan Wynn;8;2
7381;Samrat Chakrabarti;0;2
7382;Michael Angarano;6;2
7383;Hector Alterio;4;1
7384;Arina Aljeinikova;1;0
7385;Ilaria Spada;8;0
7386;Alexis Georgoulis;1;0
7387;Keiji Oizumi;0;1
7388;Richard Libertini;4;1
7389;Carole Weyers;0;1
7390;Benno Fürmann;0;5
7391;Stathis Nikolaidis;1;0
7392;Lisa Galantini;0;2
7393;Benoit Di Marco;1;0
7394;Robert Joy;2;3
7395;Gerald R. Molen;0;2
7396;Brigitte Auber;0;1
7397;Kristie Conway;1;0
7398;Bradley Gregg;1;0
7399;Yurdaer Okur;0;1
7400;Kasia Smutniak;9;4
7401;Jack Riley;1;0
7402;Louise Monot;1;0
7403;Paul Faivre;0;1
7404;Ed Canedo;0;1
7405;Nancy Lenehan;1;2
7406;Mireille Arvisais;0;2
7407;Jack Elam;1;0
7408;Bernd Michael Lade;1;0
7409;Jennifer Clay;0;1
7410;Cameron Goodman;1;0
7411;Sharon Ishpatao Fontaine;0;1
7412;Vincent Furic;1;0
7413;Gaspar De Santelices;1;0
7414;Lucy Chappell;0;1
7415;Peter Gunn;2;0
7416;Owen Wilson;19;1
7417;Bruno Bilotta;1;0
7418;Marta Etura;0;1
7419;Carlotta Tesconi;2;0
7420;Norma Argentina;0;2
7421;Elisabetta Pozzi;1;0
7422;José Garcia;6;1
7423;Alexandrina Turcan;1;0
7424;Martín Shanly;0;1
7425;Jo Morrow;1;0
7426;James Hicks;1;0
7427;Douglas Fairbanks jr.;1;0
7428;Anjelika Washington;1;0
7429;Solange Nima;0;2
7430;Christina Calph;1;0
7431;Vincent Gauthier;1;0
7432;Davide Silvestri;1;0
7433;Tommy Lee Jones;4;10
7434;Pino Quartullo;4;2
7435;Lou Profeta;0;1
7436;Sandy Whitelaw;0;1
7437;Emma Bunton;1;0
7438;Graham Greene;1;4
7439;Linda Bassett;2;1
7440;Ria De Simone;0;1
7441;Dominic Allburn;0;1
7442;Jeff Anderson;3;0
7443;Danny Daniels;0;1
7444;Brian Kary;1;0
7445;Fernando Guillen Cuervo;1;0
7446;Adolfo Llaurado;0;1
7447;Tembi Locke;1;0
7448;Westcott Clarke;1;0
7449;David Austin;1;0
7450;Stephane Lehembre;0;1
7451;Edy Williams;1;0
7452;Nathanael Chadwick;0;1
7453;Maurice Ronet;2;3
7454;Raouf Rawi;0;3
7455;Betsy Russell;1;0
7456;Annabella Incontrera;3;1
7457;Jenõ Kiss;1;0
7458;Tom Carey;0;4
7459;Jessica McLeod;0;1
7460;Perry Benson;1;1
7461;Denise Alexander;0;1
7462;Mark Kempner;1;0
7463;Silvana Mangano;8;5
7464;Ada Cristina Almirante;1;0
7465;Grady Sutton;1;0
7466;Clara Luciani;0;1
7467;Lili Taylor;5;2
7468;Doris Merrick;1;0
7469;Wang Xueyang;0;1
7470;Allen Maldonado;0;2
7471;Trevor Morgan;0;3
7472;Romy Windsor;0;1
7473;Victor Uzzan;1;0
7474;Dali Benssalah;0;1
7475;Samuel Fröler;0;1
7476;Myles Jeffrey;0;1
7477;Katharina Palm;0;1
7478;Amy Brassette;1;0
7479;Martin Ellis;0;1
7480;Bud Spencer;24;0
7481;Alberto Cracco;0;1
7482;Victor Turpin;1;0
7483;Edelweiss;1;0
7484;Danish Aslam;1;0
7485;Ray Nicholson;0;1
7486;Tom Sommerlatte;0;1
7487;Riley Thomas Stewart;1;1
7488;Sonia Gessner;2;2
7489;Polly Holliday;1;2
7490;Jérôme Massart;0;1
7491;Rietje Janssens;0;1
7492;Antoinette McLain;1;0
7493;Jesús Bonilla;1;0
7494;Roger Frost;0;1
7495;Carly Pope;2;0
7496;Francisco Nascimiento;0;1
7497;Gary Wilmes;2;1
7498;Bobby Jordan;1;0
7499;Irina Björklund;0;1
7500;Hardan;0;3
7501;Valérie Benguigui;1;0
7502;Francesco Zecca;1;0
7503;Poppy Montgomery;1;0
7504;Matt Maisto;0;1
7505;Stellan Skarsgård;2;11
7506;Nick Lashaway;1;0
7507;Ashley Malingert;0;4
7508;Charlotte Merriam;0;1
7509;Andrea Lehotska;1;0
7510;George Carney;1;0
7511;Virginie Marsan;1;0
7512;Songwen Zhang;0;1
7513;Ross Malinger;1;0
7514;Teri Hatcher;2;0
7515;Eleonora Mazzoni;0;2
7516;Antonella Interlenghi;1;0
7517;Marisa Castellani;1;0
7518;Graziella Granata;5;0
7519;John Payne;1;0
7520;Umberto Ceriani;0;1
7521;Joel Edgerton;1;8
7522;Paolo Sassanelli;15;11
7523;Signe Hasso;0;1
7524;Sjur Vatne Brean;0;1
7525;Richard O'Brien;1;0
7526;Alexandru Bindea;0;1
7527;Laura de Carteret;0;1
7528;Rossella Leone;1;0
7529;Adilé David;0;1
7530;Pauline Acquart;0;1
7531;Paul Linke;1;0
7532;David Schaal;1;0
7533;Louis De Funès;17;2
7534;Liza Minnelli;0;1
7535;Christophe Malavoy;0;2
7536;Andrey Chernishov;1;0
7537;Tegan Higginbotham;1;0
7538;Divine;1;0
7539;Bubba Smith;4;0
7540;Giulia Weber;1;1
7541;Aaron T. Maccarthy;1;0
7542;Bernd Herzsprung;0;1
7543;Iben Hjejle;3;1
7544;Mara Bugarin;0;1
7545;Davide Bechini;1;1
7546;Agnese Graziani;0;1
7547;Gilbert Gottfried;1;0
7548;James Avery;2;0
7549;Anna Mouglalis;0;9
7550;Visar Vishka;1;0
7551;Paul Muni;0;2
7552;Louis Klamroth;0;2
7553;A.J. Goodrich;0;1
7554;Kenny Bordes;1;0
7555;Joy Chapman;0;2
7556;Arkadiusz Jakubik;0;5
7557;Eugenia Tretti;1;0
7558;Heather Burns;2;2
7559;Olivier De Funès;2;0
7560;Sergei Isavnin;0;1
7561;Peter Badstübner;1;0
7562;Aldo Ray;3;2
7563;Beyoncé Knowles;2;1
7564;William P. Carleton;1;0
7565;Colin Keith-Johnston;0;1
7566;Carice van Houten;1;1
7567;Maximilian Rüthlein;0;1
7568;Céline Sallette;2;3
7569;Nigel Court;0;1
7570;Harry Davenport;1;0
7571;Melanie Neilan;0;1
7572;Stefano Manca;1;1
7573;Blair Brown;1;1
7574;Julie Bernard;1;0
7575;Macario;1;0
7576;Andreas Patton;0;2
7577;Simona Mariani;3;0
7578;Valeria Morriconi;0;2
7579;Clu Gulager;1;3
7580;Edén Villavicencio;0;1
7581;Amber Smith;1;0
7582;Jordan Gavaris;0;2
7583;Mélodie Simard;1;1
7584;Kicki Rundgren;0;2
7585;Troy Gentile;3;0
7586;Diego Luna;3;1
7587;Dominik Warta;0;2
7588;Rodolfo Lodi;0;1
7589;Holland Taylor;2;1
7590;Alain Delon;5;11
7591;Camille Salameh;0;1
7592;Angelica Alleruzzo;1;0
7593;Alexander Mosin;0;1
7594;Georges Adet;1;0
7595;Jason Riddington;0;1
7596;Cindy Perez;0;3
7597;Martha Preciado;0;1
7598;Rita Karin;0;1
7599;Suzanne Clément;1;3
7600;Fabrizio Moroni;1;0
7601;Isla Cervelli;1;0
7602;Marie Valera;0;1
7603;Katerine Savard;0;1
7604;Margo Lion;0;1
7605;Dale Pavinski;1;0
7606;Michael Culkin;0;1
7607;Sean McClory;1;0
7608;Rafael Campos;1;0
7609;Aldina Martano;1;1
7610;Lorenzo Richelmy;2;1
7611;Franziska Petri;0;1
7612;Ashraf Hamdi;0;1
7613;Luciano Ricio;0;1
7614;Charles Aznavour;3;0
7615;Elisabeth Kaza;1;0
7616;Carole Bouquet;9;4
7617;Tomas Milian;12;17
7618;Liane Hielscher;0;1
7619;Dina Perbellini;2;0
7620;Luca Lionello;6;6
7621;Kema Sikazwe;0;1
7622;Marie Mullen;1;0
7623;Keegan-Michael Key;4;0
7624;Lauren Graham;8;1
7625;Tatyana Lolova;0;1
7626;Sharon Tate;3;1
7627;Pål Stokka;0;1
7628;Disma Pestalozza;1;0
7629;Dominique Abel;1;0
7630;Simeon Moni Damevski;0;2
7631;Emily Churchill;0;1
7632;Alice Orr-Ewing;1;0
7633;Tamsin Egerton;1;3
7634;Susana Afonso Lopes;0;1
7635;Marco Mario De Notasi;0;1
7636;Nico Di Renzo;1;0
7637;Eelco Smits;0;1
7638;Mischa Auer;3;0
7639;Steven Mackintosh;1;3
7640;Teresa Pescarelli;0;1
7641;Magdalena Berus;0;1
7642;Darina Al Joundi;1;2
7643;Nadine Labaki;3;2
7644;Janin Reinhart;0;2
7645;Noel Sto. Domingo;0;2
7646;Julian O'Donnell;1;0
7647;Michael Cornacchia;1;0
7648;Brad Davis;1;0
7649;Carys Ryan;1;0
7650;Anthony L. Fernandez;1;0
7651;Alexey Rozin;0;2
7652;Gideon Shemer;0;2
7653;Eugenia Marruzzo;1;0
7654;Marguerite Gance;0;1
7655;Maureen Byrnes;1;0
7656;Mary Elizabeth Mastrantonio;1;4
7657;Jay Brazeau;3;0
7658;Claude Jan;1;0
7659;Natalie Gold;2;0
7660;Elena Nicolai;1;0
7661;Viviane Blaine;1;0
7662;Yaya DaCosta;2;0
7663;Steve Railsback;0;1
7664;Tracy Nelson;1;1
7665;Thomas Gullestad;0;1
7666;Penny O'Brien;1;0
7667;Susan Traylor;0;1
7668;Jackie Tuttle;1;0
7669;Miguel Gómez;0;1
7670;Anna Maria Luciani;1;0
7671;Florence Hoath;0;1
7672;Tracie Thoms;1;0
7673;Stephen Bogardus;1;0
7674;Nicolas Cage;8;11
7675;Roy Datz;1;0
7676;John Longden;0;2
7677;Benoît Poelvoorde;8;4
7678;Mimmo Cuticchio;0;1
7679;Maureen Mueller;1;0
7680;Gino Latilla;1;0
7681;Michael Keseroglu;1;0
7682;Douglas Smith;1;1
7683;Omero Antonutti;2;15
7684;Antonio Arcidiacono;0;1
7685;Alex Neustaedter;0;1
7686;Giovanni Ferreri;1;0
7687;Paulino Nunes;1;1
7688;Peter Fonda;3;8
7689;William Atherton;2;1
7690;Donald Hodson;1;0
7691;Jacqueline Journey;0;1
7692;A.J. Johnson;1;0
7693;Daniel Day-Lewis;1;6
7694;Kimberly Ables Jindra;0;1
7695;Robin Ellis;0;1
7696;Marcel Hillaire;1;0
7697;Mark Volman;1;0
7698;Pierre Palmade;1;0
7699;Su-jeong Lim;1;0
7700;Claudine Dupuis;0;1
7701;Augusto Schuster;0;1
7702;Mackenson Bijou;0;1
7703;Alec Utgoff;0;1
7704;Macie McCauley;0;1
7705;Gottfried John;0;5
7706;Heidi Stillman;1;0
7707;Oscar Copp;1;0
7708;W. C. Fields;1;0
7709;Ursula Karven;1;0
7710;Diane Kagan;0;1
7711;Loni Love;1;0
7712;Suzanne St-Michel;0;2
7713;Logan Kulick;1;0
7714;Evin Crowley;0;1
7715;Nikolay Samsonov;0;1
7716;Jim Broadbent;11;9
7717;Barry Ford;0;1
7718;Mari Kiss;0;1
7719;Cassandra Freeman;0;1
7720;Itziar Aizpuru;0;3
7721;Gary Lewis;1;4
7722;Lisa Fuller;1;0
7723;Rosanna Banfi;3;0
7724;Ester Glam;1;0
7725;Severino Sperandio;0;1
7726;Fang Rong Foo;0;1
7727;Sophia Bush;2;0
7728;Kris Portier de Bellair;1;0
7729;Wong Lilin;0;1
7730;Barbara Ronchi;4;3
7731;Miako Tadano;0;1
7732;Martin Jensen;1;0
7733;Cosimo Messeri;1;0
7734;Racquel Bianca John;1;0
7735;Edward Burns;5;1
7736;Jean Chevalier;0;2
7737;Valentina Sperlì;1;1
7738;Mercedes McCambridge;0;4
7739;Alexandra Purvis;1;0
7740;Barbara Nichols;1;0
7741;Paula Martinkova;1;0
7742;Lisetta Nava;1;0
7743;Ulderico Pesce;0;1
7744;Valerio Bartoleschi;0;1
7745;Allan Jones;1;0
7746;Roberta Maxwell;0;3
7747;Chris Barnes;1;0
7748;James Badge Dale;0;6
7749;Artemiy Spiridonov;0;1
7750;Christa Theret;1;0
7751;Tessa Jubber;0;2
7752;Kirk B.R. Woller;0;2
7753;Romain Barreau;0;1
7754;Georgetta Leahu;0;1
7755;Jane Horrocks;4;0
7756;Marisa Bonati;1;0
7757;Christiane Minazzoli;0;2
7758;Ron Canada;1;1
7759;Michael Schenk;0;1
7760;Kyosuke Izutsu;0;2
7761;Emanuele De Nicolò;1;0
7762;Tovah Feldshuh;1;0
7763;Vanessa Martinez;0;2
7764;Noel Burton;1;0
7765;Kay Panabaker;2;2
7766;Frank Roth;0;1
7767;Rosabell Laurenti Sellers;2;2
7768;Sasha Alexander;3;0
7769;Emanuele Propizio;4;0
7770;Mike Mohrhardt;0;1
7771;Andrea Panciroli;1;0
7772;Barry Keoghan;0;4
7773;Takeo Chii;0;1
7774;Ben O'Toole;0;2
7775;Arden Myrin;2;0
7776;Giorgio Viterbo;1;0
7777;Marian Seldes;2;2
7778;Ry Russo-Young;1;0
7779;Beth Katehis;1;0
7780;Dorothy Alison;1;1
7781;Josè Luis Lopez;0;2
7782;Marg Helgenberger;1;0
7783;Angelo Pisani;1;0
7784;Nao Ohmori;0;2
7785;Lung Fong;0;1
7786;Michael Dudikoff;1;1
7787;Red Buttons;1;0
7788;Loles Leon;1;0
7789;Riccardo Rossi;6;0
7790;Carlo Duse;3;2
7791;Gérard Darrieu;0;2
7792;Bruce Bernhard;0;1
7793;Loïc Bellemans;0;2
7794;Alphonse Ethier;0;2
7795;Loris Loddi;1;0
7796;Prince Manujibeya;1;0
7797;Jana Beláková;0;1
7798;Nils Jørgen Kaalstad;0;2
7799;Simonetta Solder;0;6
7800;Mandy Patinkin;3;7
7801;Everett Sloane;2;0
7802;Elsa Camp;1;0
7803;Andrea Lupo;1;0
7804;Ola Rapace;0;1
7805;David Moeaki;1;0
7806;Valerio Fioravanti;1;0
7807;Gaia Germani;1;0
7808;Whitney Cummings;1;0
7809;Arielle Sémenoff;1;0
7810;Lola Naymark;0;4
7811;Mareme Niang;0;1
7812;Larysa Oleynik;0;4
7813;Ann Todd;0;3
7814;Woody Strode;1;2
7815;Alex Gerry;2;0
7816;Frankie Fox;1;0
7817;Elena Margaret Starace;0;1
7818;Alain Artur;1;0
7819;Loretta Marquez;0;1
7820;Nanna Kristín Magnúsdóttir;0;1
7821;Nike Arrighi;1;1
7822;Brooke Bloom;1;0
7823;Jacques Bernard;0;1
7824;Gary Jones;1;0
7825;Kimberly Williams;3;0
7826;Luigi De Filippo;3;1
7827;Marisa Mari;0;1
7828;Anna Maria Barbera;6;0
7829;Rita Cortese;2;0
7830;Cindy Scrash;0;3
7831;Mario D'Leon;0;1
7832;Jo Ann Pflug;2;0
7833;Melissa Joan Hart;2;1
7834;Emile Meyer;0;2
7835;Michael Stone;0;2
7836;Willa Holland;0;1
7837;Chris Pontius;2;0
7838;José María Negri;1;0
7839;Ljudmila Saveljeva;0;3
7840;Jesper Lohmann;1;0
7841;Aleksej Balalov;0;1
7842;María Martín;0;1
7843;Lindsay Sloane;6;0
7844;Karen Bramen;1;0
7845;Roger Rees;4;0
7846;Ivy Holzer;1;0
7847;Andreas Apergis;1;2
7848;Nicole Bahls;0;1
7849;Joska Versari;1;0
7850;Ines Zamurovic;0;1
7851;Isabelle Sadoyan;2;0
7852;Eliezer Meyer;1;0
7853;Richard Chamberlain;0;2
7854;Denis Podalydès;1;0
7855;George Murphy;3;0
7856;Bianca Leonardi;0;1
7857;Anne Revere;2;2
7858;Nate Parker;1;3
7859;Ia Shugliashvili;0;1
7860;Giuseppe Bocchino;0;1
7861;Naoto Ogata;0;2
7862;Sukhpal Singh;0;1
7863;Joanne Whalley;2;8
7864;Chelsea Edmundson;1;0
7865;London Vale;0;3
7866;Robert Bailey jr.;0;1
7867;Fabio Alisei;1;0
7868;Dan Gatto;1;0
7869;Lynn Whitfield;5;3
7870;Bino Bates;1;0
7871;Mauro Firmani;1;0
7872;Stephen Singer;1;0
7873;Esther Dale;0;2
7874;Louis Perrault;1;0
7875;Lilla Brignone;4;1
7876;Robert Shayne;0;1
7877;Ian Beattie;0;1
7878;Ramón Medína;0;1
7879;Erol Tas;0;2
7880;Sarah Deakins;1;0
7881;Esteban Bigliardi;0;1
7882;Sigfrit Steiner;0;1
7883;Frank Adonis;0;1
7884;Kris Murrel;1;0
7885;Tanja Ribic;1;0
7886;Arnaud Valois;1;0
7887;Sébastien Huberdeau;0;1
7888;Lorival Pariz;0;1
7889;Jennifer Luu;1;0
7890;Simone Sabani;0;1
7891;Javier Drolas;0;2
7892;Rosario DiGiovanna;0;1
7893;Nadja Laura Mijthab;0;2
7894;Rachel Berger;0;1
7895;Stefano Masciolini;0;1
7896;Lee Smart;1;0
7897;Razia Israeli;0;1
7898;Vera Chen;0;1
7899;Robert Wuhl;2;0
7900;Bernadette Le Saché;1;0
7901;Davide Merlini;1;0
7902;Eleanor Bordman;0;1
7903;Jean Carter;0;1
7904;Sara Tosti;0;3
7905;René Ifrah;0;1
7906;Nina Hoger;1;0
7907;Debby Rosenthal;1;0
7908;Angela Molina;1;13
7909;Fulvio Falzarano;3;0
7910;Ulascan Kutlu;0;1
7911;Damien Richardson;0;2
7912;Didi Costine;1;0
7913;Meredith Baer;0;1
7914;Luciana Vedovelli;1;0
7915;Joan Gregson;0;1
7916;Luca De Filippo;8;0
7917;Noomi Rapace;0;6
7918;Christopher Attadia;0;2
7919;Igor Csernyevics;0;2
7920;Elia Shilton;0;1
7921;Todd Robert Anderson;1;0
7922;Sonny Howe;0;1
7923;Brad Renfro;1;2
7924;Seana McKenna;0;1
7925;Magda Vasaryová;1;1
7926;Sarah Maestri;3;3
7927;Jacques Richard;0;1
7928;Jeff Albertson;1;0
7929;Claudia Pandolfi;12;4
7930;Giovanni Fuoco;1;0
7931;Lauren Lapkus;2;0
7932;Sarah Alexander;1;0
7933;Luigi Dermasti;1;0
7934;Reda Kateb;1;5
7935;Lorraine Pilkington;2;0
7936;Steven Eckholdt;1;0
7937;Nika Kipshidze;0;3
7938;Maria Ellingsen;1;0
7939;Deirdre Molloy;0;1
7940;Frantisek Zvarík;0;1
7941;Blake Sewell;0;1
7942;Mira Helmer;0;2
7943;George Newbern;2;0
7944;Megan Stott;1;0
7945;David Walliams;3;0
7946;Peter Hosking;0;1
7947;Hideyo Amamoto;0;1
7948;Marine Vacth;0;3
7949;Francis Blanche;6;2
7950;Erick Desmarestz;0;2
7951;Joe Dann;1;0
7952;Jamie Anne Allman;0;1
7953;John Cullum;1;3
7954;Olivia Lagunas;0;1
7955;Roberto Escobar;1;0
7956;Vincent Dénériaz;0;1
7957;Cris Cunningham;0;1
7958;Julian Beck;0;1
7959;Jana Stehnová;0;1
7960;Elli Parvo;5;1
7961;Ahmed Alansar;1;0
7962;Salvatore Misticone;9;0
7963;Paola Mandel;0;1
7964;Margaret Courtenay;0;1
7965;Francesca Scorsese;0;1
7966;Alan Thicke;4;0
7967;Jacques Dutronc;3;1
7968;Anne Bennent;0;1
7969;Angela Burnett;0;1
7970;Charlotte Gabris;3;0
7971;Pegah Ferydoni;1;0
7972;Lili Sepe;1;0
7973;Victor Cavallo;4;2
7974;Colin Stinton;0;1
7975;Brion James;2;0
7976;Nancy Ferrara;0;1
7977;William Hickey;1;0
7978;Sam Robards;2;3
7979;J.D. Evermore;1;4
7980;Olga Mironova;0;1
7981;André Valardy;1;0
7982;Jovanna Huguet;1;0
7983;Richard Lee Jackson;1;0
7984;Lamia Beligan;1;0
7985;Taylor Holmes;1;0
7986;Mathias Melloul;1;0
7987;Romanna Lobats;0;4
7988;Manon Bresch;1;0
7989;Nels Lennarson;1;0
7990;Thom Cox;1;0
7991;Brad Pitt;6;11
7992;Jason Watkins;0;1
7993;Gabrielle Christian;1;0
7994;Angel Alvarez;1;0
7995;Juro Kara;1;0
7996;Bob Balaban;6;4
7997;Gene Canfield;0;1
7998;Dolores Chaplin;1;3
7999;Margita Gosheva;0;1
8000;Tad Horino;1;0
8001;Guillaume Depardieu;0;1
8002;Martin Starr;3;0
8003;Lea Penman;1;0
8004;Tommaso Caporrimo;0;1
8005;Pyotr Alejnikov;1;0
8006;Laurent Terzieff;2;4
8007;Antonio Bannò;0;4
8008;Dorota Kolak;0;4
8009;Gary Graham;1;0
8010;María Isabel Díaz;0;1
8011;Helmar Augustus Cooper;0;3
8012;Frédéric Deban;1;0
8013;Aaron Tveit;0;1
8014;Ana Mariscal;0;4
8015;Pido;1;0
8016;Tony Hale;3;2
8017;Kojo Miyake;1;0
8018;Mario Siletti;3;0
8019;Uriel Emil;0;1
8020;Micah McNeil;1;0
8021;Luciano Catenacci;2;3
8022;Jennipher Rodriguez;1;0
8023;Sheb Wooley;1;0
8024;Crane Whitley;1;0
8025;Carla Peterson;0;2
8026;Jennifer Lim;1;2
8027;Ia Sukhitashvili;0;1
8028;Jobyna Ralston;3;0
8029;Leopold von Ledebur;0;2
8030;Crista Flanagan;1;0
8031;Pete Postlethwaite;1;6
8032;Don Dillaway;1;0
8033;Silvia Coni;0;1
8034;Mauro Marchese;1;0
8035;Harold Russell;0;2
8036;Joe Neri;0;1
8037;Bonita Granville;0;2
8038;Affion Crockett;5;0
8039;Shelley Malil;2;0
8040;Jaime Sanchez;0;1
8041;Michel Robin;2;4
8042;Tae-ri Kim;0;2
8043;Nathan Zellner;0;2
8044;Lorena Gale;1;2
8045;Shôhei Yamamoto;0;1
8046;Lucia Muresan;1;0
8047;LL Cool J;4;0
8048;Johannes Meyer;0;1
8049;Cherise Boothe;1;2
8050;Aga Mohamed Hussain;0;1
8051;Claes Ljungmark;0;2
8052;Paul Anderson;0;2
8053;Giorgio Ariani;2;0
8054;Boyd Gaines;1;3
8055;Meiko Kaji;0;1
8056;Anton Driffing;0;1
8057;Catherine Salle;0;2
8058;Aldo Ottobrino;0;1
8059;Enrico Olivieri;0;1
8060;Lucia Cassini;1;0
8061;Marcin Dorocinski;0;2
8062;Kai Lennox;0;2
8063;Caroline Cellier;1;1
8064;Brendan Fehr;1;0
8065;Ruggero Monstert Manciati;1;0
8066;Francesca Niedda;0;1
8067;Laura Magni;1;0
8068;Juliette Gosselin;0;1
8069;Sébastien Corona;1;0
8070;Catherine Sola;0;1
8071;Florence Mezzara;0;1
8072;Liang Shu-hui;0;1
8073;Antonio Buonomo;1;1
8074;Aylin Prandi;4;3
8075;Sarah Suco;3;0
8076;Tito Junco;0;2
8077;Kate Adams;0;1
8078;Marcelo Subiotto;0;2
8079;Michelle Mylett;1;0
8080;Elizabeth Marvel;3;2
8081;Piero Chiambretti;1;0
8082;William Hopper;0;1
8083;Jackie Torrens;1;0
8084;Elyes Aguis;0;1
8085;Olegunleko Ezekiel Gbenga;0;1
8086;Jeffrey Wright;1;8
8087;Malcolm Storry;0;2
8088;Rahul Vohra;0;2
